nps_score	checkin_date	checkout_date	created_at	source	order_id	hotel_name	pod_type	nps_review	nps_review_en
8	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-28 14:08:26	iOS	10231684941045058	Bobocabin Kintamani 	Deluxe Cabin	Location and the whole nature concept is lovely, but unfortunately some guests do not respect the peace and quiet. Too much noise during off hours (22.00 until 07.00) and they leave a lot of food mess outside their cabins. This is quite off putting considering Bobocabin is a concept to appreciate nature.	Location and the whole nature concept is lovely, but unfortunately some guests do not respect the peace and quiet. Too much noise during off hours (22.00 until 07.00) and they leave a lot of food mess outside their cabins. This is quite off putting considering Bobocabin is a concept to appreciate nature.
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 10:07:54	iOS	10071685084078633	Bobobox Alun-Alun Bandung	Sky Double	Untuk bobo box alun alunmohon sediakan parkir yang memadai	For Bobo Box Alun Alunmanggan provide adequate parking
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 9:01:33	Android	10131685072895636	Bobobox Malioboro	EARTH DOUBLE	Harganya makin mahal	The price is more expensive
10	2023-05-10 0:00:00	2023-05-11 0:00:00	2023-05-28 8:20:35	Android	10081683481391229	Bobobox Kota Tua	SKY DOUBLE	Thats good	Thats good
10	2023-05-01 0:00:00	2023-05-02 0:00:00	2023-05-28 6:17:58	iOS	10001682923505658	Bobobox Paskal	Earth Double	nice	nice
10	2023-05-17 0:00:00	2023-05-18 0:00:00	2023-05-28 6:17:40	iOS	10001684286806560	Bobobox Paskal	Earth Double	enjoyy	enjoyy
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 6:03:33	Android	10261684493974781	Bobocabin Baturraden	EXECUTIVE CABIN	It was a great stay!!	It was a great stay!!
7	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 5:55:08	Android	10131685155256645	Bobobox Malioboro	SKY DOUBLE	Kamar sebaiknya lebih bersih, sprei di ganti jika sudah kotor	The room should be cleaner, the bed linen is replaced if it's dirty
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 5:33:35	Android	10081684979165307	Bobobox Kota Tua	EARTH DOUBLE	Not bad	Not bad
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:59:28	Android	10221681928176391	Bobobox ITC Kuningan	SKY SINGLE	Aangat nyaman nginap di bobobox.	I'm very comfortable staying at Bobobox.
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:52:18	Android	10181685167312044	Bobobox Mega Bekasi	SKY DOUBLE	kereennnn	Kereennnn
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:49:41	iOS	10121685161813884	Bobobox Juanda Jakarta	Earth Double	Ok	Ok
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:45:56	Android	10041685190895358	Bobobox Pancoran	EARTH DOUBLE	Nice	Nice
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:41:57	Android	10171684736366789	Bobocabin Ranca Upas	STANDARD CABIN	Nice Environment	Nice Environment
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:41:30	Android	10171684736366789	Bobocabin Ranca Upas	STANDARD CABIN	Nice Environment	Nice Environment
9	2023-05-26 0:00:00	2023-05-28 0:00:00	2023-05-28 4:41:19	Android	10131685127286189	Bobobox Malioboro	SKY DOUBLE	rekom	record
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:38:47	Android	10261684985420535	Bobocabin Baturraden	DELUXE CABIN	Waterfall breakfast is superb	Waterfall breakfast is superb
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:38:30	iOS	10221685121152894	Bobobox ITC Kuningan	Sky Single	Jarang ada tissue 	There is rarely tissue
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:37:24	iOS	10061685179770371	Bobobox Kebayoran Baru	Earth Double	impressed banget sama facility dan view nya	Impressed by the facility and view
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:33:26	Android	10271684750602959	Bobocabin Padusan	EXECUTIVE CABIN	Very nice, calming. New experience to feel nature	Very nice, calming. New experience to feel nature
10	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 4:25:11	iOS	10231684812997763	Bobocabin Kintamani 	Deluxe Cabin	Yes Is so nice	Yes Is so nice
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:23:37	iOS	10131685176216588	Bobobox Malioboro	Sky Double	Mantapss	Steamss
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:23:11	Android	10191683954882196	Bobocabin Cikole	STANDARD CABIN	Good	Good
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:23:08	Android	10071685181431201	Bobobox Alun-Alun Bandung	EARTH DOUBLE	Cukup	Enough
7	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:20:49	Android	10041685199337634	Bobobox Pancoran	SKY DOUBLE	Kasur keras banget, kurang kedap suara dan ga ada pengaturan AC. Kalo itu udh diperbaiki nilai 1000/100	The mattress is very loud, lacking soundproof and there is no AC setting. If it's already improved the value of 1000/100
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:16:50	iOS	10201685015126118	Bobocabin Signature Toba	Deluxe Cabin	Sayurnya beku	Frozen vegetables
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:14:51	Android	10091685179102756	Bobobox Kota Lama	EARTH SINGLE	Tolong jangan naik terus donggg harganya! Lokasi dan kenyamanannya udah enak soalnya hehe	Please don't go up and then the price! The location and comfort is already good because hehe
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:11:45	Android	10171684734700538	Bobocabin Ranca Upas	EXECUTIVE CABIN	Environment	Environment
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 4:09:48	Android	10071685151157980	Bobobox Alun-Alun Bandung	SKY DOUBLE	All good	All good
10	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 4:09:42	iOS	10331684928716574	Bobocabin Ubud	Deluxe Cabin	Very good area for weekends and vacation, calm place, with wonderful nature and breathtaking view	Very good area for weekends and vacation, calm place, with wonderful nature and breathtaking view
10	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 3:59:48	iOS	10231685125132095	Bobocabin Kintamani 	Deluxe Cabin	fasilitas kamar oke, pemandangan sekitar jg bagus, pelayanan nya jg oke. terima kasih!!!	Room facilities are okay, the view around is also good, the service is also okay. Thank You!!!
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:55:08	Android	10331684918870741	Bobocabin Ubud	DELUXE CABIN HOT TUB	Haduh bagus sih bagus bgd tapi breajfastnya telat bgt :( sejam nunggu sad	Haduh is good, it's good, but it's really late :( an hour waiting for the sad
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:54:40	iOS	10351683779027854	Bobocabin Madasari Pangandaran	Executive Cabin	The cabin provides a unique staying experience. Its close to the beach as well.	The cabin provides a unique staying experience. Its close to the beach as well.
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:49:59	iOS	10111683610054970	Bobobox Tanah Abang	Sky Double	sejauh ini untuk fasilitas sangat ok, hanya ada problem di kunci kadang tidak mau terkunci, pintu harus di buka tutup berulang baru terkunci.	So far for the facilities very ok, there are only problems in the key sometimes do not want to be locked, the door must be opened and lid repeatedly and then locked.
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:48:15	Android	10111685199920705	Bobobox Tanah Abang	EARTH DOUBLE	Very nice place to stay	Very nice place to stay
6	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:47:57	iOS	10091685159498354	Bobobox Kota Lama	Sky Single	Lantai kamar mandi licin dan bau pesing	The floor of the bathroom is slippery and smells of urine
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:47:08	iOS	10271684977156473	Bobocabin Padusan	Deluxe Cabin	too expensive for food and beverages 	too expensive for food and beverages 
9	2023-05-25 0:00:00	2023-05-28 0:00:00	2023-05-28 3:41:41	Android	10221683338208350	Bobobox ITC Kuningan	SKY SINGLE	Overall nyaman, tapi bed keras. Selain itu di malam kedua, pod ga terhubung sama app jadi buat ganti lampu atau matikan lampu dari app ga bisa. Selain itu colokan listrik di kamar sering ga konek ke gadget. Tolong diperbaiki kelistrikan pod 17	Overall comfortable, but hard bed. Besides that, on the second night, the pod is not connected to the app, so for changing the lights or turn off the lights from the app. In addition, electric plugs in the room often don't connect to the gadget. Please improve the electricity pod 17
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:40:06	Android	10111685216065398	Bobobox Tanah Abang	SKY DOUBLE	Nice place	Nice place
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:38:43	iOS	10041685180413478	Bobobox Pancoran	Earth Double	Nice	Nice
10	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 3:38:31	iOS	10231684288599256	Bobocabin Kintamani 	Deluxe Cabin	Nais	Want
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:36:21	iOS	10041685116950820	Bobobox Pancoran	Sky Single	nice	nice
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:28:12	iOS	10081685191935591	Bobobox Kota Tua	Sky Double	baguss	good
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:19:13	Android	10071685173602426	Bobobox Alun-Alun Bandung	EARTH DOUBLE	Wah sandalnya ke bawa nih	Wow the sandals to bring
9	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 3:17:53	iOS	10231684501937979	Bobocabin Kintamani 	Deluxe Cabin	Air di kamar mandi merembes keluar	Water in the bathroom seeps out
10	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 3:14:23	iOS	10231683721111721	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	View dan ambiance keren. Facilities lengkap . Worth it!!	Cool view and ambiance. Complete Facilities. Worth it !!
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 3:12:51	Android	10091685197467448	Bobobox Kota Lama	SKY SINGLE	Nyaman dan suka banget nginep di bobobox. Bisa jadi pilihan buat solo traveler	Comfortable and really like staying in Bobobox. It could be an option for solo traveler
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 2:59:11	Android	10331685164220527	Bobocabin Ubud	DELUXE CABIN	Great	Great
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 2:57:10	Android	10261685095149419	Bobocabin Baturraden	DELUXE CABIN	Recomended	Recommended
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 2:55:02	Android	10191684393166619	Bobocabin Cikole	STANDARD CABIN	Good service	Good service
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 2:54:31	iOS	10241684764928219	Bobocabin Puncak Gunung Mas	Deluxe Cabin	Ok	Ok
10	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 2:53:40	iOS	10231684903775511	Bobocabin Kintamani 	Deluxe Cabin	Good!!!	Good!!!
9	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 2:44:41	iOS	10231685175044724	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Cabin is a bit worn out and tub is broken but I love the feelong of bekng in the nature. Ill come back 	Cabin is a bit worn out and tub is broken but I love the feelong of bekng in the nature. Ill come back 
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 2:19:31	iOS	10081685189353993	Bobobox Kota Tua	Earth Double	Pods atas berisik	Pods above noisy
8	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 2:18:58	Android	10241683801602983	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Untuk kamar mandi bagian pembatas area shower cukup tajam. Kaki saya tersandung dan berdarah. Mohon diperbaiki	For the bathroom the dividing the shower area is quite sharp. My feet stumbled and bleeded. Please fix it
7	2023-05-26 0:00:00	2023-05-28 0:00:00	2023-05-28 2:14:43	iOS	10191681047098777	Bobocabin Cikole	Deluxe Cabin	No activity. Surrounding sounds too loud	No activity. Surrounding sounds too loud
2	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 1:58:07	Android	10231685181364245	Bobocabin Kintamani 	EXECUTIVE CABIN	Pada aplikasi tidak tertera harga, setelah ditelp, datang aja ke lokasi,nanti akan dibantu,setelah dilokasi tidak sesuai dengan apa yang dikatakan, terpaksa kami book kamar yang harga tidak masuk akal, kami tidak mungkin kembali, karena jalan menuju lokasi ini sangat extrim, sangta tidak recomended, harga tidak  masuk akal dengan fasilitas yang ada, sangat mengecewakan!	In the application is not listed price, after telephone, just come to the location, it will be assisted, after the location is not in accordance with what is said, we are forced to book a room that does not make sense, we cannot return, because the road to this location is very extreme, Sangta does not recommend, the price does not make sense with the existing facilities, very disappointing!
9	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 1:33:35	Android	10231684979900142	Bobocabin Kintamani 	DELUXE CABIN	Extraordinary experience! View is great! Surely will come back qgain with my family! Please make event in communal area :)	Extraordinary experience! View is great! Surely will come back qgain with my family! Please make event in communal area :)
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 1:27:28	Android	10071685174827632	Bobobox Alun-Alun Bandung	EARTH DOUBLE	Nyaman dan bersih	Comfortable and clean
10	2023-05-27 0:00:00	2023-05-28 0:00:00	2023-05-28 1:27:08	Android	10061685066221692	Bobobox Kebayoran Baru	SKY SINGLE	Nice service and hospitality from the crew	Nice service and hospitality from the crew
10	2023-05-26 23:00:00	2023-05-27 23:00:00	2023-05-28 1:14:50	iOS	10231684998131558	Bobocabin Kintamani 	Deluxe Cabin	Its was amazing to here!! 	Its was amazing to here!! 
10	2023-04-28 0:00:00	2023-04-29 0:00:00	2023-05-28 0:33:24	Android	10081682661307154	Bobobox Kota Tua	EARTH DOUBLE	Sleep room Good clean	Sleep room Good clean
9	2023-05-21 0:00:00	2023-05-22 0:00:00	2023-05-28 0:06:30	iOS	10091684655380497	Bobobox Kota Lama	Sky Double	masih ada perbaikan di jam istirahat	there are still improvements during recess
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 23:44:33	Android	10081683361220347	Bobobox Kota Tua	EARTH DOUBLE	Lokasi strategis, kebersihan di Bobobox bagus.	Strategic location, cleanliness in Bobobox is good.
8	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 15:51:16	iOS	10201685091013909	Bobocabin Signature Toba	Deluxe Cabin	tirai tirai nya sering macet	The curtains are often jammed
6	2023-05-23 0:00:00	2023-05-24 0:00:00	2023-05-27 14:31:53	Android	10091684736186317	Bobobox Kota Lama	EARTH SINGLE	Tbh, I don't like the morning-night shift receptionist. The way to explain it is impatient, rushed, and gives the impression of condescending to people who are trying the experience of staying here for the first time. I like the night-morning staff, friendly and cute❣️	Tbh, I don't like the morning-night shift receptionist. The way to explain it is impatient, rushed, and gives the impression of condescending to people who are trying the experience of staying here for the first time. I like the night-morning staff, friendly and cute❣️
10	2023-05-17 0:00:00	2023-05-18 0:00:00	2023-05-27 11:50:55	Android	10041684312829785	Bobobox Pancoran	EARTH DOUBLE	nyaman,bersih,tenang.	Comfortable, clean, calm.
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-27 11:26:13	Android	10081684841021296	Bobobox Kota Tua	EARTH DOUBLE	Rekomendedddd bangtt sihhh	Recommended BangttdddddD Sihhh
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 10:01:26	Android	10061684571733334	Bobobox Kebayoran Baru	EARTH SINGLE	nyaman banget apalagi yg cuma butuh tempat untuk tidur, konteks lebih sering keluar daripada di pods, karena setenang dan senyaman itu buat tidur	very comfortable especially those who just need a place to sleep, the context is more often out than in pods, because it is as calm and comfortable for sleep
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 9:27:26	Android	10231685074836090	Bobocabin Kintamani 	DELUXE CABIN	Good	Good
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 8:20:11	iOS	10191684343832812	Bobocabin Cikole	Deluxe Cabin	Sukaa banget disini. Will stay there again :)	Really like here. Will stay there again :)
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 5:22:49	Android	10271685012674731	Bobocabin Padusan	DELUXE CABIN	Bagus sekali mantab	Very good
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 5:13:54	iOS	10351684027941767	Bobocabin Madasari Pangandaran	Executive Cabin	Recommended buat staycation ,pasti balik lagi 	Recommended for Staycation, definitely return
6	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 5:10:21	Android	10121685084607519	Bobobox Juanda Jakarta	EARTH DOUBLE	Kamar atas jedak jeduk	The top of the jumpak
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:42:49	Android	10241685076709447	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Staff very helpful and kind during our stay, recomended	Staff very helpful and kind during our stay, recomended
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:34:51	Android	10081685078243925	Bobobox Kota Tua	EARTH DOUBLE	mantep	steady
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:34:06	iOS	10221684915010483	Bobobox ITC Kuningan	Earth Single	Ok	Ok
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:33:24	Android	10221685058971734	Bobobox ITC Kuningan	EARTH SINGLE	Ok	Ok
8	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:31:25	Android	10171684982725519	Bobocabin Ranca Upas	STANDARD CABIN	Kamar tdr bantalnya tambah 1 lg, kamar mandi ditambah lg, mushola dikasih arah kiblat. Pantry kursinya tambah lg dong. Tambah fasilitas memancing di danau, ok bgt tuh.	The tdr room is added 1 again, the bathroom plus again, the mosque is given the direction of the Qibla. Pantry the chair is added again. Add fishing facilities in the lake, it's really good.
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:29:50	iOS	10081685105153137	Bobobox Kota Tua	Sky Double	charger bermalah (kendor), suara box masih bisa tembus (kurang kedap)	Charger with a loose (loose), the sound of the box can still be translucent (less impermeable)
8	2023-05-25 0:00:00	2023-05-27 0:00:00	2023-05-27 4:22:29	Android	10241684154282794	Bobocabin Puncak Gunung Mas	EXECUTIVE CABIN	Jalan akses	Access road
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:18:10	Android	10181685073639231	Bobobox Mega Bekasi	EARTH SINGLE	Nyaman. Terimakasih	Comfortable. Thank You
10	2023-05-24 0:00:00	2023-05-27 0:00:00	2023-05-27 4:14:04	Android	10221684508399725	Bobobox ITC Kuningan	EARTH SINGLE	Ok	Ok
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:13:17	Android	10191684847105387	Bobocabin Cikole	DELUXE CABIN	gooood........	gooood........
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:12:49	Android	10191684946133273	Bobocabin Cikole	DELUXE CABIN	Semuanya perfect	Everything is perfect
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:06:41	Android	10111685095416126	Bobobox Tanah Abang	SKY DOUBLE	Keren	Cool
8	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:02:13	Android	10171684940848996	Bobocabin Ranca Upas	STANDARD CABIN	Toiletbau	Toiletbau
10	2023-05-02 0:00:00	2023-05-03 0:00:00	2023-05-27 4:02:04	Android	10071683027264479	Bobobox Alun-Alun Bandung	EARTH DOUBLE	good	good
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 4:00:22	iOS	10061685116793309	Bobobox Kebayoran Baru	Earth Double	Tidurnya nyaman, harga cukup affordable	The sleep is comfortable, the price is quite affordable
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 3:46:27	Android	10241685072854859	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Keren	Cool
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 3:35:34	iOS	10171684919305196	Bobocabin Ranca Upas	Deluxe Cabin 	Oke	Boundary
7	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 3:22:13	Android	10191684211045897	Bobocabin Cikole	EXECUTIVE CABIN	Banyak debu di sela2 dalam kamar	A lot of dust in between in the room
9	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 3:16:52	iOS	10171684919305196	Bobocabin Ranca Upas	Deluxe Cabin 	Ok	Ok
10	2023-05-26 0:00:00	2023-05-27 0:00:00	2023-05-27 2:42:49	Android	10121684512837774	Bobobox Juanda Jakarta	EARTH SINGLE	Nice, thankyou	Nice, thankyou
10	2023-05-25 23:00:00	2023-05-26 23:00:00	2023-05-27 2:20:26	iOS	10231685073966126	Bobocabin Kintamani 	Executive Cabin	all ceew and facikities is perfect	all ceew and facikities is perfect
10	2023-05-24 0:00:00	2023-05-25 0:00:00	2023-05-27 1:49:08	iOS	10081684893093840	Bobobox Kota Tua	Earth Single	it was nice to sleep in bobobox thanks	it was nice to sleep in bobobox thanks
9	2023-05-23 0:00:00	2023-05-26 0:00:00	2023-05-26 15:32:27	Android	10221684478440063	Bobobox ITC Kuningan	SKY DOUBLE	Thanks for the facility.. Anyway please let me know if you find my medicine left on my pods 🙏🏻	Thanks for the facility.. Anyway please let me know if you find my medicine left on my pods 🙏🏻
8	2023-05-13 0:00:00	2023-05-14 0:00:00	2023-05-26 14:30:34	Android	10171680796167566	Bobocabin Ranca Upas	STANDARD CABIN	Colokan kamar longgar dan kamar agak berbau pengap..	Loose room plugs and rooms smell somewhat stuffy ..
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 11:34:14	iOS	10061685031316404	Bobobox Kebayoran Baru	Earth Double	good 	good 
8	2023-05-11 0:00:00	2023-05-12 0:00:00	2023-05-26 8:56:14	iOS	10081683808289997	Bobobox Kota Tua	Sky Double	AC kamar kurang dingin, AC ruang makan bahkan ga berasa	AC room is less cold, the dining room air conditioner doesn't even taste
8	2023-05-19 0:00:00	2023-05-20 0:00:00	2023-05-26 7:23:47	iOS	10241684303179136	Bobocabin Puncak Gunung Mas	Deluxe Cabin	View teras cabin kurang bagus  Semoga ga dapet cabin no 18 lagi	View Terrace Cabin is not good I hope you don't get Cabin No. 18 again
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 7:21:24	Android	10221684989305794	Bobobox ITC Kuningan	EARTH DOUBLE	udah berkali kali kesini,nyaman banget dan deket kantor hehehe	I've been here many times, very comfortable and near the office hehehe
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 6:07:02	iOS	10001685009794187	Bobobox Paskal	Sky Double	Bgus	Bgus
8	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 5:27:42	Android	10241684991118943	Bobocabin Puncak Gunung Mas	DELUXE CABIN	Kalo ada arena bermain untuk anak pasti lebih mantul jadi anak ngga bosen dikamar bisa bermain diljar	If there is a playground for children, it will definitely be more good so that children are not bored in the room can play diljar
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 5:23:20	Android	10071685007662199	Bobobox Alun-Alun Bandung	EARTH SINGLE	Bagus kamar nya	Good room
8	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 5:10:06	iOS	10191684760043021	Bobocabin Cikole	Deluxe Cabin	Kunci manual dari dalam	Manual key from inside
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 5:03:16	iOS	10131684949058221	Bobobox Malioboro	Earth SIngle	niceee and amazing	niceee and amazing
8	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 5:01:58	iOS	10171684995291752	Bobocabin Ranca Upas	Deluxe Cabin 	Toiletnya bocor 	The toilet is leaking
10	2023-05-24 23:00:00	2023-05-25 23:00:00	2023-05-26 5:00:43	iOS	10231684855621037	Bobocabin Kintamani 	Executive Cabin	bagus enak nye yak terbaik bobocabin	good good nye yak best bobocabin
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 4:58:16	iOS	10141685032347595	Bobobox Slamet Riyadi Solo	Earth Double	Good place, maybe you can replace the old bed with the new one  overall, the place is good and value for money	Good place, maybe you can replace the old bed with the new one  overall, the place is good and value for money
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 4:57:31	iOS	10251684996407291	Bobocabin Coban Rondo Malang	Deluxe Cabin	a	a
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 4:54:10	iOS	10061683640045410	Bobobox Kebayoran Baru	Earth Double	thank u for 1 night 	thank u for 1 night 
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 4:53:22	Android	10171684979694103	Bobocabin Ranca Upas	DELUXE CABIN 	Ok	Ok
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 4:43:29	iOS	10231684765607349	Bobocabin Kintamani 	Deluxe Cabin	seru dan pelayanannya ramah. Tempatnya nyaman dan csnya fast respon. Makanannya enak, tempatnya asri seperti di alam. pokoknya recommended buat kalian yang mencari tempat nuansa alam	exciting and friendly service. The place is comfortable and the CS is fast response. The food is delicious, the place is beautiful like in nature. Anyway, recommended for those of you who are looking for a place of natural nuances
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 4:13:35	Android	10171685004368305	Bobocabin Ranca Upas	STANDARD CABIN	EXCELLENT!	EXCELLENT!
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 4:09:51	Android	10181684940847276	Bobobox Mega Bekasi	EARTH DOUBLE	Tiap kali bepergian selalu pastikan ada Boboboxnya. Dengan harga yg menurut saya murah, pelayanan & fasilitasnya sangat baik dan sejauh ini selalu memuaskan (di Bobobox beberapa kota yg saya pernah singgahi.). Tempat yg nyaman, bersih, dan Bobobox di Mega Bekasi dalam Mall jadi bisa cari makan dan keperluan darurat dgn mudah. Pertahankan dan makin ramai pelanggan ya Bobobox. Terima kasih banyak.	Every time you travel always make sure there is a bobobox. With the price that I think is cheap, the service & facilities are very good and so far always satisfying (in Bobobox some cities that I have ever visited.). A comfortable, clean, and bobobox place in Mega Bekasi in the mall so you can find food and emergency needs easily. Maintain and more crowded customers yes Bobobox. Thank you very much.
8	2023-05-24 23:00:00	2023-05-25 23:00:00	2023-05-26 3:55:11	iOS	10231683901177786	Bobocabin Kintamani 	Deluxe Cabin Hot Tub	Good experience!!!	Good experience!!!
10	2023-05-24 23:00:00	2023-05-25 23:00:00	2023-05-26 3:53:22	iOS	10231685004930321	Bobocabin Kintamani 	Deluxe Cabin	Everything here was good and warm welcome to customer.. They also have a nice trip package to see mt batur and surrounding area..	Everything here was good and warm welcome to customer.. They also have a nice trip package to see mt batur and surrounding area..
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 3:47:29	iOS	10351683548854727	Bobocabin Madasari Pangandaran	Deluxe Cabin	We love to stay in this cabin coz we can see beach view with quite vibes from 	We love to stay in this cabin coz we can see beach view with quite vibes from 
10	2023-05-24 23:00:00	2023-05-25 23:00:00	2023-05-26 3:37:41	iOS	10231685015251891	Bobocabin Kintamani 	Deluxe Cabin	Amazing place. Facilities are all top notch 	Amazing place. Facilities are all top notch 
10	2023-05-25 0:00:00	2023-05-26 0:00:00	2023-05-26 3:26:59	Android	10061684931500174	Bobobox Kebayoran Baru	EARTH SINGLE	Great experience	Great experience
