source,review_id,user_name,review_title,review_description,review_description_en,rating,thumbs_up,review_date,review_sentiment
Google Play,9061426c-adef-4a4a-87f1-ef8472d6c40d,A Google user,,"I can't use this, it keep force stoping. I hope they can fix it.","I can not use this, it keeps force stoping. I hope they can fix it.",2,8,2020-03-04 5:15:35,Negatif
Google Play,4ad4a570-85f2-48cb-99c4-32faf4c6d69c,A Google user,,"I had a great experience staying here! The staff was very nice and helpful, pods are clean and impressive, and the app is very useful. Thanks!","I have a great experience staying here! The staff was very nice and helpful, pods are clean and impressive, and the app is very useful. Thanks!",5,18,2020-02-19 11:54:34,Positif
Google Play,17531dd6-caa3-4308-941c-2008052d77be,A Google user,,"Crash terus pas mau liat kode voucher, padahal baru di update.","Crash continues when I want to see the voucher code, even though it was just updated.",3,1,2020-02-13 8:05:58,Netral
Google Play,2989a354-5106-4fbc-938f-b55c6bc78f56,A Google user,,"If you want use the promo, automatically the apps closed. So funny. Cannot use promo? Or won't give promo?","If you want to use the promo, automatically the apps closed. So Funny. Cannot Use Promo? Or won’t give a promo?",1,25,2020-02-12 11:36:41,Negatif
Google Play,df760035-d19f-4571-a8a4-95847b651136,A Google user,,Not friendly and bad hospitality,Not friendly and bad hospitality,1,2,2020-02-08 4:26:05,Negatif
Google Play,e979f676-4b73-45d1-8d7a-5b29dee1eb05,A Google user,,"Canggih keren dan pelayanan melalui chat sangat ramah. Kalau sedang backpacker berdua atau sendirian, bobobox recommended banget deh","Sophisticated cool and the service through chat is very friendly. When you're backpacker together or alone, Bobobox is really recommended",5,2,2020-02-08 0:14:19,Positif
Google Play,5a20c5d3-cab5-4a98-8985-15231f5b03b9,A Google user,,Love Bobobox!,Love Bobobox!,5,1,2020-02-07 10:48:00,Positif
Google Play,418e2b09-c069-4159-b86d-55576f37276d,A Google user,,"I can't register to the app, it keeps force stopping, i hope this would be fixed soon","I Can't Register to the App, It Keeps Force Stopping, I Hope this would be fixed soon",1,10,2020-02-05 19:48:27,Negatif
Google Play,677a6acf-e562-42ba-8f87-9d31856a2a7e,A Google user,,Good,Good,5,0,2020-01-15 7:28:44,Positif
Google Play,21f8a8ca-b9b4-44a7-b31d-7056797316c1,A Google user,,tidak bisa kirim referal code,can't send a referral code,2,2,2020-01-12 14:49:20,Negatif
Google Play,75200174-6502-407b-95a3-2b93cfc29373,A Google user,,Kurang perlengkapan layaknya hotel dan untuk sky bed keamanan kurang terjaga namun sudah sangat baik untuk kebersihan,Lacking equipment like a hotel and for security beds safety is not maintained but it is very good for cleanliness,4,0,2020-01-05 7:42:02,Negatif
Google Play,8feb7754-a4f5-4dcb-b034-6aa1542e9ee2,A Google user,,Suka crash dan restart trus,Like crash and restart then,2,3,2020-01-03 23:10:08,Negatif
Google Play,4eeeb9a3-b83c-45fe-b06d-efc6272d80b9,A Google user,,"Sudah menggunakan bobobox di 2 lokasi alun-alun Bandung dan PangPol jakarta. Tempat sangat nyaman, murah dan dekat kemana mana. Namun apps masih harus di improve dari segi kecepatan genrate QR untuk membuka pintu.","Already using Bobobox in 2 locations of Bandung Square and Pangpol Jakarta. A very comfortable place, cheap and close everywhere. But the apps still have to be improved in terms of the speed of Genrate QR to open the door.",5,2,2019-12-30 22:42:48,Positif
Google Play,5015283f-38cb-430f-a190-f05684b5fd37,A Google user,,"This app is very helpful while you're staying at Bobobox. However, improvement should be made when it comes to booking process.","This app is very helpful while you're staying at Bobobox. Howver, Improvement should be made when it comes to booking processes.",4,8,2019-12-07 9:02:26,Negatif
Google Play,3e77e442-a373-4ba0-8b1c-5dc90bb8007e,A Google user,,mahaal .. mendingan sewa kamar utuh.,MAHAAL .. Better to rent a whole room.,1,2,2019-11-06 19:04:27,Negatif
Google Play,2319d49a-9ffc-402b-8852-eb4ec47ede5a,A Google user,,"I bought a bobobox voucher by shopee, but can't be use","I bought a bobobox voucher by shopee, but can't be use",2,3,2019-10-23 12:12:32,Negatif
Google Play,7721ce52-5bcb-4c37-a957-5789de6e06c2,A Google user,,"great experience,","Great Experience,",5,1,2019-10-15 11:55:12,Positif
Google Play,0e764d42-8512-490b-99c0-21c9f8302f20,A Google user,,Aplikasinya koq nge bug?,The application is the bug?,1,2,2019-10-15 10:19:17,Negatif
Google Play,c3e9d17a-10de-422e-bbf2-4bf4671051b4,A Google user,,"Cozy banget tempatnya. Tenang, adem, ngangenin. Bobobox itu seperti miniaturnya Bandung. Jadi suasana Bandung itu akan terasa ketika kita tinggal dalam pods nya bobobox. Rekomended deh dr pada pods lain atau hotel. Cocok nih buat kamu yang mobilitasnya tinggi. Pelayananya juga sangat baik","So cozy. Calm down, cool, ngangenin. Bobobox is like a miniature of Bandung. So the atmosphere of Bandung will be felt when we live in Bobobox Pods. Recommended from other pods or hotels. This is suitable for you with high mobility. The servant is also very good",5,0,2019-10-11 16:39:46,Positif
Google Play,1a9956f4-6e57-488e-8ee8-fafc97c58d23,A Google user,,"saya cari bobobox dikebayoran tidak jelas loksinya, saya sudah byar lwt agoda","I am looking for Bobobox in the bayoran unclear location, I have been played with agoda",1,2,2019-10-08 21:36:28,Negatif
Google Play,10d7620a-4988-4704-9468-961504928b9a,A Google user,,So bright and so confortable ♥️,So bright and so confortable ♥ ️,5,4,2019-10-06 21:48:52,Positif
Google Play,9c631c15-7a8f-4585-9fde-f0c8d1cbf40b,A Google user,,"Sudah menginap 3 x karena pekerjaan dan lokasi bobobox yang dkt dengan kerjaan.Dan cukup nyaman untuk fasilitas. Hanya selalu diribetkan dengan stay on pada aplikasi ini. Kl hp lowbat repot, dibikin aturan untuk yg nginap selalu jaga tertib kl malam. Tp sudah 2 x nginap ketika malam byk alay yg ketawa2 dan muter musik kenceng dibiarin aja. Ganggu.","Already staying 3 x because of the work and location of Bobobox which is DKT with work. And quite comfortable for facilities. Only always excited with stay on in this application. If the cellphone is lowbat, it is made rules for those who stay always in an orderly manner at night. But it's 2 x staying at night by alay who laughs and goes on the music fast. Disturb.",3,1,2019-09-27 18:21:31,Netral
Google Play,7141a3ed-957a-4196-8227-7b9095081cb4,A Google user,,Ternyata baru di Bandung aja. Kirain udah ada di Jakarta mau nyoba padahal,It turned out to be just in Bandung. I think it's already in Jakarta to try even though,3,0,2019-09-19 8:34:55,Netral
Google Play,76030cf4-61fe-4dc5-925d-750b4ee28759,A Google user,,@live.comF0p,@live.comf0p,4,1,2019-09-17 16:28:58,Negatif
Google Play,4c07c08b-32ae-4727-b3b7-1142d5d897da,A Google user,,Nice app,Nice app,5,0,2019-09-16 17:57:03,Positif
Google Play,300f9fca-3967-46ff-9da0-e55d6de74656,A Google user,,Very clean and convenient. Also it is easy to use :D,Very clean and convenient. Also it is easy to use: D,5,7,2019-09-16 12:00:34,Positif
Google Play,6b43f90d-f747-4f5e-a257-dc6e74e1c263,A Google user,,"Check in at 3am, and still need to install this ?","Check in at 3AM, and still need to install this?",1,2,2019-09-07 2:41:25,Negatif
Google Play,262e1bb7-1322-47d9-9042-0cb827f2cf36,A Google user,,ok,Ok,5,0,2019-08-11 13:19:14,Positif
Google Play,58b26b64-a37e-4ea9-8788-8b3dff7fc2a8,A Google user,,Only available in Bandung,Only Available in Bandung,2,0,2019-08-03 7:25:01,Negatif
Google Play,406f4d83-a4d9-4599-9cbd-e2418f4c0bfb,A Google user,,"still lots of bugs, lacks of hotel and the connection is still poor, keep improving","still lots of bugs, lacks of hotel and the connection is still poor, keep improving",2,11,2019-07-22 1:15:00,Negatif
Google Play,25a21b09-e8c7-4eae-bf3c-55c012e6cb6d,A Google user,,"Aplikasi tidak berfungsi. Mulai dr proses booking, tdk bisa lebih dari 1 hari sekaligus. Jadi harus pesan 1 per 1 dgn alasan sistem sdg perbaikan. Saat sdh di lokasi, qr code tdk berfungsi. Sdh di logout & login kembali bahkan code baru sdh di kirim msh tetap tdk bisa. Alasannya sambungan internet nya kurang bagus, padahal saya pakai wifi yg disediakan. Meskipun sdh coba sambung internet pake data plan sendiri, aplikasi tdk berfungsi. Tdk bisa digunakan utk mati nyala lampu & kunci pintu.","The application is not functioning. Starting from the booking process, it can't be more than 1 day at once. So you have to order 1 per 1 for reasons of the SDG system. When it's at the location, QR Code is not functioning. SDH Logoun & Login Back Even the New Code has been sent still still unable to. The reason is that the internet connection is not good, even though I use the wifi provided. Although try to connect the internet using your own data plan, the application is not functioning. Cannot be used to die on lights & door locks.",1,2,2019-06-27 22:39:25,Negatif
Google Play,e1952ca8-152f-417c-81bf-4f328cc33cd9,A Google user,,"Menjadi pengalaman yang sangat menyenangkan sekali menginap di Bobobox ini, terimakasih bob!","Being a very pleasant experience staying at Bobobox, thank you Bob!",5,1,2019-06-17 1:37:26,Positif
Google Play,c9dc7df4-843d-4398-9d51-dd8559282352,A Google user,,this place is good places. need to come back here with my fam's,This place is good places. Need to come back here with my Fam's,5,15,2019-04-19 14:51:00,Positif
Google Play,d6522d13-a2e2-4646-8c51-9ea08b91b260,A Google user,,"Good experience & recommended. Tapi barusan saya coba booking lagi via apps, pods nya sudah otomatis untuk 2 amenities ya? Gabisa pilih untuk 1 amenity saja. Karena bulan lalu saya stay one night, bisa pilih untuk 1 amenity saja, jadi lebih murah untuk solo traveler. Itu bagaimana ya? Thanks anyway","Good Experience & Recommended. But just now I tried to book again via apps, the PODS is automatic for 2 amenities huh? I can't choose for 1 amenity. Because last month I stayed one night, I can choose for 1 amenity, so it's cheaper for solo traveler. How is that? Thanks anyway",4,4,2019-03-21 12:02:51,Negatif
Google Play,f7b22f41-7667-4e1e-97d0-82df097a7d58,A Google user,,semoga segera bertambah ke kota2 lain 👽🇮🇩,Hopefully soon to increase to other cities 👽🇮🇩,4,5,2019-02-20 15:53:58,Negatif
Google Play,5bce749b-d0ab-450f-9650-62443024d088,A Google user,,"Dari pada cari losmen, mending ini.","Instead of looking for inn, it's better.",5,3,2018-12-28 10:30:07,Positif
Google Play,f676c07b-9888-472c-b1b4-72bd3b2c7c4e,A Google user,,love this hotel,love this hotel,5,7,2018-12-22 20:51:58,Positif
Google Play,142fcaf5-9017-4b25-936d-c49a48ceef08,A Google user,,i cannot receive login code,I Cannot Receive Login Code,1,13,2018-12-18 9:15:51,Negatif
Google Play,012c030c-f1a4-42ac-bfa3-a1f6401d75b4,A Google user,,"Keren roomnya,, lokasinya cuma di bandung yaa.. Di kota2 besar sudah ada belom seperti, solo, jogja dllnya?","The room is cool ,, the location is only in Bandung ... in big cities have you not yet, solo, jogja etc.?",3,0,2018-11-13 21:02:33,Netral
Google Play,760b5ced-efff-4f38-a957-2e0d7c70875e,A Google user,,"What a great experience, i can stay in bobobox. No regret to booked through bobobox own app. I almost got full experience. Smooth payment and easily can change pod numbers. But i can change the pod ambience from this app. Just lock function did work.","What a Great Experience, I can stay in Bobobox. No Regret to booch through Bobobox Own App. I almost full experience. Smooth Payment and Easily Can Change Pod Numbers. But I can change the pod ambience from this app. Just Lock Function Did Work.",5,15,2018-10-27 12:11:39,Positif
Google Play,192256bc-3d24-4833-b2ec-7f54a3bc717a,A Google user,,awesome,Awesome,5,2,2018-10-23 12:31:07,Positif
Google Play,264b73af-930c-43a1-bae5-facf27d2f34e,A Google user,,"pernah gak sengaja ke bandung, terus di rekomen nginep di bobobox, keren, kece, mureeeee.. berasa lagi di hostel bangkok, wkwkw","Once accidentally went to Bandung, then in the recommendation of staying in Bobobox, cool, cool, muheeeee .. Feeling again at the Bangkok hostel, wkwkw",5,2,2018-10-17 0:10:11,Positif
Google Play,1ef7cf3e-44de-4365-b20a-e38dd55966e2,A Google user,,Awesome.,Awesome.,5,0,2018-09-25 21:10:28,Positif
Google Play,0c8714b6-11f8-46bf-a3dc-d6aa2d478632,A Google user,,"Hotelnya unik, dan yg paling penting dari awal sampai akhir nginap di sini pegawainya ramah, murah senyum, very helpfull. Pricenya terjangkau, deket stasiun, deket tempat rental motor, deket tempat makan biar bisa gemukin badan. Kurang apalagi coba... Best lah. Cobain.","The hotel is unique, and most importantly from the beginning to the end of staying here the employees are friendly, smiling, very helpful. The price is affordable, near the station, near the motorbike rental place, near the place to eat so that you can get fat. Less let alone try ... best. Try it.",5,5,2018-09-21 21:51:09,Positif
Google Play,d18681d8-fcef-482f-a113-bb38c600fcf8,A Google user,,"Always nice to stay here. GOOD Place! Buat km para traveller, Masoookk Pak Eko..!!! Wajibb nyoba stay disini 😁","Always nice to stay here. Good Place! For the travelers, Masoookk Mr. Eko .. !!! Mandatory try staying here 😁",5,0,2018-08-31 19:38:05,Positif
Google Play,38ac891e-069d-4967-a49a-0e5b3445ed52,A Google user,,New experience,New Experience,5,0,2018-08-30 10:32:58,Positif
Google Play,25fb2d03-9540-4982-b4bc-98f0b6491c22,A Google user,,Always nice to stay here. Good place.,Always nice to stay here. Good Place.,5,0,2018-08-28 21:41:48,Positif
Google Play,d039d607-e104-4a23-952b-f0f74dd5e3c7,A Google user,,"nice app, so futuristic","Nice App, So Futuristic",5,1,2018-08-23 16:27:29,Positif
Google Play,f172f99b-0110-47ff-ac1b-4d5b3748382c,A Google user,,"sebagai solo traveller dan backpacker...250 ribu masih terlalu mahal...krna 
hotel bintang 3 lokal saja skrg bisa segitu hrganya...kalo bisa sesuaikan 
scheme rate nya lagi...","as a solo traveler and backpacker ... 250 thousand is still too expensive ... because
Local 3 Star Hotels can now be like that ... if you can adjust
the scheme rate again ...",2,3,2018-08-17 19:08:22,Negatif
Google Play,cd1a4245-1018-4f5f-a00d-cec3c9955eb1,A Google user,,Belum bisa reschedule atau refund 😖,Can't be rescheduled or refund 😖,1,4,2018-08-15 17:43:17,Negatif
Google Play,7e9f5c48-69d7-4319-a883-c9647b976295,A Google user,,"fitur light nya oke banget, system locknya juga oke, cuman perlu tambahan 
cara login wifi dan call or message receptionist biar lebih praktis.","The light feature is really okay, the lock system is also okay, just need additional
How to Login Wifi and Call or Message Receptionist to make it more practical.",5,1,2018-08-14 9:37:24,Positif
Google Play,c229d9ed-3777-4709-b321-de2c4e00e410,A Google user,,Super cool apps!,SUPER COOL APPS!,5,1,2018-08-13 0:45:54,Positif
Google Play,ab7f72a1-701d-4c40-962c-4574487a440b,A Google user,,"Mungkin harusnya ada fitur message buat staff supaya tidak usah bolak-balik 
ke resepsionis","Maybe there should be a message feature for staff so that you don't have to go back and forth
to the receptionist",5,1,2018-08-09 12:03:39,Positif
Google Play,bb70f8d7-1ef5-4c58-a556-b85313c11d1d,A Google user,,unique concept,Unique Concept,4,1,2018-08-05 10:43:21,Negatif
Google Play,2e694c51-8771-44a1-bfbf-544d0d903be0,A Google user,,diatas ekspektasi,above expectations,5,1,2018-08-04 12:06:20,Positif
Google Play,fd4edb48-01f6-4133-a7c0-81c6448c815e,A Google user,,"Bobobox should be in Jogja, Bali, Singapore, and other places ehich are 
great for tourists who like to explore","Bobobox should be in jogja, bali, singapore, and other places ehich are
Great for tourists who like to explore",5,3,2018-08-02 1:20:14,Positif
Google Play,c1911653-2e9f-4e9e-83cb-d41000d60520,A Google user,,"There are a lot of room to improve from the hotel and the app that i am 
looking forward to it. I enjoyed my stay here with my friends. The communal 
space is a great place to hangout. Definitely recommending this place to 
stay with friends or a solo trip. Dope lights in the room. Shared bathroom 
is clean, hot water works, and hairdryer is available. Staff are very 
friendly and helpful.","There are a lot of room to improve the hotel and the app that I am
Looking forward to it. I enjoy my stay here with my friends. The Communal
space is a great place to hangout. Definitely Recommending this Place to
Stay with Friends or a Solo Trip. Dope lights in the room. Shared Bathroom
is clean, hot water works, and hairdryer is available. Staff are very
friendly and helpful.",5,2,2018-08-01 12:33:19,Positif
Google Play,55533d90-db8e-47f2-b999-e01e20c11758,A Google user,,a place most convenient at once to make always wanted to come back here,A Place Most Convenient at Once to Make Always Wanted to Come Back Here,5,2,2018-07-24 16:02:44,Positif
Google Play,67579bac-cb7a-4132-a54c-dec4e462bb12,A Google user,,KREN,Kren,5,0,2018-07-16 22:28:13,Positif
Google Play,5fb939e0-f979-4737-af7d-9b1d5c33c52d,A Google user,,"Tempatnya keren bertema pula jadi gabakalan bosen buat kesini lagi, kalo 
penginepan lain udah biasa ini luarrr biasa pokoknya👍 pelayanannya juga 
ramah banget gabakalan nyesel deh dateng kesini😍😍😍😍 tempatnya bersih 
banget😍😍😍","The place is cool with the theme is also a bored way to come here again, if
Another user is normal, this is not unusual, the service is too
Very friendly gakly regretted here.
Very😍😍😍",5,1,2018-07-16 1:12:25,Positif
Google Play,956d8925-5d21-47cd-b34b-1919b5359e57,A Google user,,"Kereeen bgt, puas 😊","Bgt, satisfied 😊",5,1,2018-07-15 11:11:34,Positif
Google Play,f8e248e3-a7ae-4ae8-b158-4a8d762553fe,A Google user,,"Inovative app, i really have a great experience to stay here. You all shud 
try this one.","Innovative App, I really have a great experience to stay here. You all Shud
try this one.",5,1,2018-07-02 12:40:49,Positif
Google Play,1661aa43-9618-481d-8acd-db8f3a190aef,A Google user,,Great app. Very convenient and clean place to stay!,Great App. Very convenient and clean place to stay!,5,1,2018-07-02 12:02:46,Positif
Google Play,359f11ff-426a-44f2-aeba-eff0c5a3c223,A Google user,,Hotel keren. Simple.. Applikasinya sangat full tech..,Cool hotel. Simple .. the application is very full tech ..,5,1,2018-07-02 11:13:50,Positif
Google Play,ef5d0e0b-6a7f-4023-9683-d2335dad44f0,A Google user,,"Experience More For Less, Sleep Better Worry Less . . .","Experience more for less, sleep better worry less. . .",5,1,2018-06-30 20:39:19,Positif
Google Play,e81cde21-f9a5-4367-8b63-b335c21f9e54,A Google user,,"Great app,really helpfull. Recomended to stay here. Having a great new 
experience","Great App, really helpful. Recommended to stay here. Have a Great New
Experience",5,1,2018-06-30 19:36:28,Positif
Google Play,f995e777-2e23-409f-a3c0-ac53913cd01d,A Google user,,"Easy to use, great experience, techy artsy accommodation ever!!!","Easy to use, Great Experience, Techy Artsy Accommodation Ever !!!",5,1,2018-06-30 13:56:47,Positif
Google Play,a939d482-b700-480b-885e-75252cf1744d,A Google user,,"Brilliant innovation of new stay experience!! Keyless accommodation, just 
need your smartphone to control all you need for your pods!!","Brilliant Innovation of New Stay Experience !! Keyless accommodation, just
Need Your Smartphone To Control All You Need for Your Pods !!",5,1,2018-06-30 12:00:24,Positif
Google Play,850a128c-31e4-4052-afc8-e10be0722439,A Google user,,"Really great experience stay in here, smart system inside pod, comfortable 
and clean room 👏👍","Really Great Experience Stay In Here, Smart System Inside Pod, Comfortable
and Clean Room 👏👍",5,1,2018-06-29 21:29:08,Positif
Google Play,16132b2a-5047-4885-8172-22f5cd52eb8e,A Google user,,Good smart room systems with a good app!!,Good Smart Room Systems with a Good App !!,5,1,2018-06-29 17:52:49,Positif
Google Play,9fa668f3-2db5-4ebf-8981-6dd8e6469677,A Google user,,"the pods very comfortable, clean and stuff helpfull...we can used this app 
to control our pod, that's a new experience 🤙🤙","the pods very comfortable, clean and stuff helpful ... we can use this app
To control our pod, that's a new experience 🤙🤙",5,2,2018-06-29 16:40:28,Positif
Google Play,8bd9ce40-75e1-4c7a-88ba-4047bdace102,A Google user,,"This pod is amazing, really new experience!! Using control pod inside the 
box that's cool!!!","This pod is amazing, really new experience !! Using Control Pod Inside The
box that is cool !!!",5,2,2018-06-28 5:59:56,Positif
Google Play,d308066f-8cce-4713-b03a-56bc9a1a6aa5,A Google user,,Best accommodation ever😊,Best Accommodation Ever😊,5,0,2018-06-27 22:16:53,Positif
App Store,e0caeb51-8c11-41de-bd49-8a387608121f,Fitriyani hidayanti,Luv,"Nyaman dan seru bgt nginap di bobobox, dngn harga yg murah ditambah diskon tp untu fasilitas dan kualitasnya ok bgt. Thank u liburanku dibandung jd berkesan❤️❤️","Comfortable and fun to stay in Bobobox, with a cheap price plus discount but for the facilities and quality is OK. Thank you for my vacation to be conceived so memorable.",5,,2019-09-06 8:14:01,Positif
App Store,26b230f7-1b12-486a-8a11-374f079b970b,Julie2289,Awesome apps,"Easy to use, amazing apps !","Easy to use, amazing apps!",5,,2018-09-23 5:24:26,Positif
App Store,8fa967c7-bda4-421e-845d-b9bc2721c73f,dikasptra,Juara !!!,"semakin keren nih Bobobox, akhirnya udah ada d Ios juga,
jadi besok kalau mau nginap lagi udah bisa kontrol podnya lewat Ios jugaaa nih.

btw thanks voucher 25Knya 🐨","The more cool is Bobobox, finally there is already DI IOS too,
So tomorrow if you want to stay again, you can control the pod through iOS too.

btw thanks for the 25k voucher 🐨",5,,2018-08-07 10:00:56,Positif
App Store,744ddeb4-d0c7-4a49-821b-f07d5db8837b,LionyDionita,Love it,"love it, aplikasinya semakin membaik dan semakin bagus. fitur aplikasinya juga berkembang semoga bobobox bisa menyebar luas diseluruh wilayah indonesia terutama dengan kota destinasi populer biar liburan jadi lebih simpel dan mantul👍🏻","Love it, the application is getting better and better. The application feature will also develop, hopefully Bobobox can spread widely throughout Indonesia, especially with the city of popular destinations so that the holidays will be simpler and more good",5,,2020-01-07 5:20:29,Positif
App Store,7eea3017-42e5-401e-a769-bc43e19e47c2,irahadian,Love it !,Really affordable & have a good strategic location,Really affordable & have a good strategic location,5,,2020-08-24 6:19:26,Positif
App Store,cc812137-87a8-47b6-aeb9-c89dc30fe77e,ogoyogoy,Seneng banget,Enaknya bobobox itu tuh gak susah kemana mana karena ada di prime location. Terus dengan harga segitu dapet sleeping experience enakeun ya menurutku itu affordable banget. Appsnya udah cukup convenient. Semoga tetep terbaik 💪,"The delicious bobobox is not difficult everywhere because it is in Prime Location. Then with that price I get sleeping experience, I think it's really affordable. The apps are already quite convenient. Hopefully the best 💪",5,,2020-08-24 4:18:27,Positif
App Store,cf48136a-41c8-49b5-80fb-0df43ce33498,feliastassy,aku sukaaa,"buka apps bobobox langsung berasa nyaman dan ademnya pods 😋 Dear Bob, aku boleh beli podsnya ngga yah buat taro dirumah? sekalian kamar mandinya jg deh ahaha ku tunggu cabang pods di kota bogor <3","Open the bobobox apps immediately feel comfortable and cool pods 😋 dear bob, can I buy the pods or not for taro at home? All the bathrooms are also ahaha I wait for the PODS branch in Bogor City <3",5,,2022-04-07 17:36:09,Positif
App Store,e1d45c58-6485-4c42-85fc-6cfc0885c06d,awan atmaja,Not Recommended,"- Layanan staf kurang ramah
- Dapat kabin yang jauh dan tidak bisa tukar
- Pesenan makanan harus ambil sendiri ke depan
- Bawaan barang or koper tdk dibantu bawa ke kabin
- Pesan suki, ambil sendiri tp kecewanya kompor yang dipinjamkan rusak, alhasil balik tukar, namun utk berikutnya kompor yg dikasih rusak lagi, dan utk 3x saya balik tukar kompor lagi, dng jarak yang jauh menyebabkan saya naik pitam
- kasur keras dan tidak empuk
- Banyak lalar

cukup sekian dan tidak ingin menginap disini lagi","- Staff service is less friendly
- Can be a far and unable to exchange cabin
- Meeting food must take your own forward
- Innate goods or suitcases are not helped to bring it to the cabin
- Order Suki, take it yourself but the disappointment of the lent the stove is damaged, as a result the exchange, but for the next stove given again, and for 3 times I exchanged the stove again, with a long distance caused me to get furious
- Hard mattress and not soft
- Lots of Lalar

That's all and don't want to stay here again",1,,2022-10-25 4:58:42,Negatif
App Store,1db8f214-2364-4445-a39a-ef202cba0ebb,acafafi27,Menginap di bobocabin,"Seneng si nginep disini berbeda dgn lain sayang dapat kamar yang tidak best view n tidak ada  teras kayu nya dikasih yg batu” sedangkan saya duluan daripada orang” cina itu dan saya pesan langsung 3 kamar harusnya lebih adil dong 
Sorry ya saya berkata sejujur nya","Happy to stay here is different from others, unfortunately I can be a room that is not best view n, there is no wood terrace given a stone ""while I first than the"" Chinese person and I ordered 3 rooms should be more fair
Sorry yes I said honestly",1,,2022-10-23 5:10:36,Negatif
App Store,e87940c3-b315-4d1e-af3d-e0b3b673f6dd,Hafidzzzzzz,The best accommodation in the town,"Lokasi strategis, kamar bersih dan staffnya ramah-ramah.","Strategic location, clean rooms and staff are friendly.",5,,2022-04-07 3:04:33,Positif
App Store,a73ae013-5112-4787-bac9-4622df27296e,rezadityar,Canggih,User interface nya enak bgt. Dari mulai booking sampe di pods kepake bgt ini aplikasi. Mantap!,The user interface is really good. From the start of the booking to the Pods Kepake BGT this application. Excellent!,5,,2020-09-09 6:31:42,Positif
App Store,8e79b7b1-0601-42d6-8ad0-ca9e6b902eec,Irfandaris,Bobobox mantips!,Aplikasi mudah digunakan dari booking hingga stay di Bobobox. Hotel kapsul juga nyaman dan bisa diatur lewat handphone. Great experience bobobox!,Applications are easy to use from booking to stay at Bobobox. Hotel capsules are also comfortable and can be arranged via mobile phones. Great Experience Bobobox!,5,,2020-08-26 1:46:27,Positif
App Store,93c11cb7-4b96-4f9a-876f-aa90da7b986e,nymrico,Bobocabin the best place to stay,The best place to stay with amazing view,The best place to stay with amazing view,5,,2023-11-14 15:57:38,Positif
App Store,2d9fe181-43fd-4787-a277-86ff2ff3b746,Febrian Angga Prasetyo,Bobocabin Rancaupas,Kamar dan Pemandangannya Keren.. Cocok untuk healing bersama keluarga,The room and the scenery are cool .. Suitable for healing with family,5,,2023-10-29 4:22:34,Positif
App Store,b6fa1280-5892-4cd4-80e6-c19d75496069,Arini MF,Harga segitu dapet jendela & balkon no view,"Sangat disayangkan, harga seperti yang lain tapi dapet view yang enggak banget. Sudah complain langsung ke host kalau jendela dan balkon benar2 tertutup pohon besar tetapi tidak ada tanggapan. Minta tolong ganti/pindah cabin tidak bisa.","It is unfortunate, prices like the others but get a view that is not really. Already complain directly to the host that the window and balcony are really covered by large trees but there is no response. Ask for help to replace/move cabin can't.",1,,2023-11-12 2:04:50,Negatif
App Store,3d8f1a0d-f1ce-4a87-9dc8-2f97868c6a18,sintyhard,"staff friendly , clean hotel , comfy hotel","bed , room , bathroom and location all good . only the room is not soundproof . so when people talk from the coridor we can still hear from the room .","bed, room, bathroom and location all good. Only the room is not soundproof. So when people talk from the coridor we can still hear from the room.",5,,2023-10-17 5:10:54,Positif
App Store,21ddac98-3fef-4728-ada1-e31964610f32,Elma Elmae,Bobocabin Pangalengan paling terbaik,"Saya menginap disini sangat merasa nyaman, dan saya pastikan saya akan kembali menginap disini terlebih lagi melihat pelayanan dari para staffnya yang super duper ramah khususnya Mas Agung yang gak pernah bikin bosen ngobrol sama dia cerdas banget intelektual tinggi bahas apapun sama dia pasti gak bakal bosan, Mas Deni yang gak tahu kenapa bikin nyaman kalau ada di dekat dia mungkin karena wanginya kali yah, serta Mas Yudi bikin saya merasa first in love itu mungkin benar ada dan nyatanya, untuk bobocabin please kasih reward untuk mereka bertiga karena dari semua site yang pernah saya kunjungi hanya bobocabin pangalengan ini yang memiliki staff yang benar kompatible dan bisa mengerti memahami kondisi serta apa yang tamu mau tanpa harus meminta, selain itu tempat serta suasanya benar2 membuat kita merasa gak pernah dan gak akan mau pulang, sukses selalu Bobocabin Pangalengan","I stayed here very comfortable, and I made sure I would return to stay here especially seeing the services of his super duper -friendly staff, especially Mas Agung who never made bored chatting with him very intellectual intellectuals, discuss anything with him, he would not be bored, Mas Deni who doesn't know why it makes it comfortable if there is near him maybe because the fragrance times, and Mas Yudi makes me feel that first in love might be true and in fact, for Bobocabin please give a reward for the three of them because of all the sites that I have ever Visit only Bobocabin Pangalengan who have true staff that are compatible and can understand the conditions and what guests want without having to ask, besides that the place and atmosphere really make us feel never and will not want to go home, success is always Bobocabin Pangalengan",5,,2023-10-03 2:41:03,Positif
App Store,8b1688dc-40f3-4ecc-b3f9-9a4ca3b86814,Abdi Saif,Bobobox Alun Alun Bandung 👎🏻,"Security bernama Dani dan Rismawan tdk tanggung jawab, sy kehilangan helm. Parkir dan helm terpisah dan terlampau jauh lokasinya. Keamanan sangat rawan dan security kerjaan gak bener. Pecat sajalah gak berguna. Paling aman dan nyaman Bobobox Kota lama Semarang👍","Security named Dani and Rismawan are not responsible, I lost the helmet. Parking and helmets separate and too far away. Security is very vulnerable and security security is not right. Fireless is useless. The safest and most comfortable Bobobox Kota Lama Semarangrge",1,,2023-10-10 12:18:44,Negatif
